7.024300000000000000e+04,1.552000000000000000e+03,2.036000000000000000e+03,1.686000000000000000e+03
7.026300000000000000e+04,1.655000000000000000e+03,2.023000000000000000e+03,1.680000000000000000e+03
7.028300000000000000e+04,1.600000000000000000e+03,1.952000000000000000e+03,1.673000000000000000e+03
7.030300000000000000e+04,1.549000000000000000e+03,1.920000000000000000e+03,1.642000000000000000e+03
7.032300000000000000e+04,1.600000000000000000e+03,1.947000000000000000e+03,1.594000000000000000e+03
7.034300000000000000e+04,1.605000000000000000e+03,2.000000000000000000e+03,1.562000000000000000e+03
7.036300000000000000e+04,1.616000000000000000e+03,1.977000000000000000e+03,1.600000000000000000e+03
7.038300000000000000e+04,1.623000000000000000e+03,1.933000000000000000e+03,1.600000000000000000e+03
7.040300000000000000e+04,1.626000000000000000e+03,1.968000000000000000e+03,1.583000000000000000e+03
7.042300000000000000e+04,1.669000000000000000e+03,1.991000000000000000e+03,1.552000000000000000e+03
7.044300000000000000e+04,1.680000000000000000e+03,1.994000000000000000e+03,1.553000000000000000e+03
7.046300000000000000e+04,1.691000000000000000e+03,1.993000000000000000e+03,1.579000000000000000e+03
7.048300000000000000e+04,1.712000000000000000e+03,1.977000000000000000e+03,1.567000000000000000e+03
7.050300000000000000e+04,1.735000000000000000e+03,2.017000000000000000e+03,1.499000000000000000e+03
7.052300000000000000e+04,1.773000000000000000e+03,2.046000000000000000e+03,1.511000000000000000e+03
7.054300000000000000e+04,1.642000000000000000e+03,2.000000000000000000e+03,1.510000000000000000e+03
7.056300000000000000e+04,1.682000000000000000e+03,1.936000000000000000e+03,1.584000000000000000e+03
7.058300000000000000e+04,1.690000000000000000e+03,1.904000000000000000e+03,1.605000000000000000e+03
7.060300000000000000e+04,1.667000000000000000e+03,1.966000000000000000e+03,1.574000000000000000e+03
7.062300000000000000e+04,1.654000000000000000e+03,1.971000000000000000e+03,1.552000000000000000e+03
7.064300000000000000e+04,1.693000000000000000e+03,1.981000000000000000e+03,1.581000000000000000e+03
7.066300000000000000e+04,1.683000000000000000e+03,2.000000000000000000e+03,1.587000000000000000e+03
7.068300000000000000e+04,1.678000000000000000e+03,1.973000000000000000e+03,1.574000000000000000e+03
7.070300000000000000e+04,1.670000000000000000e+03,2.017000000000000000e+03,1.582000000000000000e+03
7.072300000000000000e+04,1.679000000000000000e+03,2.032000000000000000e+03,1.585000000000000000e+03
7.074300000000000000e+04,1.712000000000000000e+03,2.021000000000000000e+03,1.604000000000000000e+03
7.076300000000000000e+04,1.730000000000000000e+03,1.989000000000000000e+03,1.594000000000000000e+03
7.078300000000000000e+04,1.764000000000000000e+03,1.965000000000000000e+03,1.555000000000000000e+03
7.080300000000000000e+04,1.753000000000000000e+03,1.992000000000000000e+03,1.552000000000000000e+03
7.082300000000000000e+04,1.792000000000000000e+03,1.968000000000000000e+03,1.548000000000000000e+03
7.084300000000000000e+04,1.791000000000000000e+03,1.979000000000000000e+03,1.585000000000000000e+03
7.086300000000000000e+04,1.809000000000000000e+03,2.032000000000000000e+03,1.530000000000000000e+03
7.088300000000000000e+04,1.787000000000000000e+03,1.947000000000000000e+03,1.479000000000000000e+03
7.090300000000000000e+04,1.843000000000000000e+03,1.922000000000000000e+03,1.465000000000000000e+03
7.092300000000000000e+04,1.855000000000000000e+03,1.973000000000000000e+03,1.495000000000000000e+03
7.094300000000000000e+04,1.917000000000000000e+03,1.997000000000000000e+03,1.495000000000000000e+03
7.096300000000000000e+04,1.953000000000000000e+03,1.968000000000000000e+03,1.497000000000000000e+03
7.098300000000000000e+04,1.962000000000000000e+03,1.937000000000000000e+03,1.552000000000000000e+03
7.100300000000000000e+04,1.953000000000000000e+03,1.982000000000000000e+03,1.573000000000000000e+03
7.102300000000000000e+04,1.978000000000000000e+03,1.936000000000000000e+03,1.578000000000000000e+03
7.104300000000000000e+04,1.984000000000000000e+03,1.933000000000000000e+03,1.584000000000000000e+03
7.106300000000000000e+04,2.000000000000000000e+03,2.000000000000000000e+03,1.635000000000000000e+03
7.108300000000000000e+04,2.019000000000000000e+03,2.065000000000000000e+03,1.712000000000000000e+03
7.110300000000000000e+04,1.870000000000000000e+03,2.087000000000000000e+03,1.544000000000000000e+03
7.112300000000000000e+04,1.968000000000000000e+03,2.143000000000000000e+03,1.679000000000000000e+03
7.114300000000000000e+04,1.947000000000000000e+03,1.895000000000000000e+03,1.717000000000000000e+03
7.116300000000000000e+04,1.877000000000000000e+03,1.851000000000000000e+03,1.776000000000000000e+03
7.118300000000000000e+04,1.831000000000000000e+03,1.989000000000000000e+03,1.742000000000000000e+03
7.120300000000000000e+04,1.769000000000000000e+03,2.117000000000000000e+03,1.770000000000000000e+03
7.122300000000000000e+04,1.719000000000000000e+03,2.132000000000000000e+03,1.789000000000000000e+03
7.124300000000000000e+04,1.712000000000000000e+03,2.160000000000000000e+03,1.811000000000000000e+03
7.126300000000000000e+04,1.733000000000000000e+03,2.144000000000000000e+03,1.863000000000000000e+03
7.128300000000000000e+04,1.698000000000000000e+03,2.131000000000000000e+03,1.826000000000000000e+03
7.130300000000000000e+04,1.711000000000000000e+03,2.271000000000000000e+03,1.721000000000000000e+03
7.132300000000000000e+04,1.665000000000000000e+03,2.288000000000000000e+03,1.694000000000000000e+03
7.134300000000000000e+04,1.671000000000000000e+03,2.199000000000000000e+03,1.519000000000000000e+03
7.136300000000000000e+04,1.711000000000000000e+03,2.229000000000000000e+03,1.424000000000000000e+03
7.138300000000000000e+04,1.728000000000000000e+03,2.346000000000000000e+03,1.359000000000000000e+03
7.140300000000000000e+04,1.738000000000000000e+03,2.363000000000000000e+03,1.235000000000000000e+03
7.142300000000000000e+04,1.833000000000000000e+03,2.266000000000000000e+03,1.410000000000000000e+03
7.144300000000000000e+04,1.867000000000000000e+03,2.304000000000000000e+03,1.552000000000000000e+03
7.146300000000000000e+04,1.881000000000000000e+03,2.304000000000000000e+03,1.581000000000000000e+03
7.148300000000000000e+04,1.859000000000000000e+03,2.288000000000000000e+03,1.598000000000000000e+03
7.150300000000000000e+04,1.856000000000000000e+03,2.293000000000000000e+03,1.527000000000000000e+03
