1.613200000000000000e+04,7.105000000000000000e+03
1.615200000000000000e+04,7.069000000000000000e+03
1.617200000000000000e+04,6.939000000000000000e+03
1.619200000000000000e+04,6.893000000000000000e+03
1.621200000000000000e+04,6.796000000000000000e+03
1.623200000000000000e+04,6.790000000000000000e+03
1.625200000000000000e+04,6.785000000000000000e+03
1.627200000000000000e+04,6.785000000000000000e+03
1.629200000000000000e+04,6.760000000000000000e+03
1.631200000000000000e+04,6.731000000000000000e+03
1.633200000000000000e+04,6.638000000000000000e+03
1.635200000000000000e+04,6.598000000000000000e+03
1.637200000000000000e+04,6.529000000000000000e+03
1.639200000000000000e+04,6.523000000000000000e+03
1.641200000000000000e+04,6.569000000000000000e+03
1.643200000000000000e+04,6.605000000000000000e+03
1.645200000000000000e+04,6.724000000000000000e+03
1.647200000000000000e+04,6.791000000000000000e+03
1.649200000000000000e+04,7.118000000000000000e+03
1.651200000000000000e+04,7.262000000000000000e+03
1.653200000000000000e+04,7.798000000000000000e+03
1.655200000000000000e+04,8.017000000000000000e+03
1.657200000000000000e+04,8.697000000000000000e+03
1.659200000000000000e+04,8.888000000000000000e+03
1.661200000000000000e+04,9.313000000000000000e+03
1.663200000000000000e+04,9.375000000000000000e+03
1.665200000000000000e+04,9.346000000000000000e+03
1.667200000000000000e+04,9.289000000000000000e+03
1.669200000000000000e+04,9.105000000000000000e+03
1.671200000000000000e+04,9.045000000000000000e+03
1.673200000000000000e+04,8.748000000000000000e+03
1.675200000000000000e+04,8.569000000000000000e+03
1.677200000000000000e+04,7.929000000000000000e+03
1.679200000000000000e+04,7.669000000000000000e+03
1.681200000000000000e+04,6.892000000000000000e+03
1.683200000000000000e+04,6.657000000000000000e+03
1.685200000000000000e+04,6.036000000000000000e+03
1.687200000000000000e+04,5.891000000000000000e+03
1.689200000000000000e+04,5.539000000000000000e+03
1.691200000000000000e+04,5.497000000000000000e+03
1.693200000000000000e+04,5.389000000000000000e+03
1.695200000000000000e+04,5.359000000000000000e+03
1.697200000000000000e+04,5.212000000000000000e+03
1.699200000000000000e+04,5.173000000000000000e+03
1.701200000000000000e+04,5.041000000000000000e+03
1.703200000000000000e+04,5.017000000000000000e+03
1.705200000000000000e+04,4.892000000000000000e+03
1.707200000000000000e+04,4.864000000000000000e+03
1.709200000000000000e+04,4.717000000000000000e+03
1.711200000000000000e+04,4.664000000000000000e+03
1.713200000000000000e+04,4.515000000000000000e+03
1.715200000000000000e+04,4.502000000000000000e+03
1.717200000000000000e+04,4.496000000000000000e+03
1.719200000000000000e+04,4.529000000000000000e+03
1.721200000000000000e+04,4.600000000000000000e+03
1.723200000000000000e+04,4.644000000000000000e+03
1.725200000000000000e+04,4.770000000000000000e+03
1.727200000000000000e+04,4.810000000000000000e+03
1.729200000000000000e+04,4.916000000000000000e+03
