1.919800000000000000e+04,5.537000000000000000e+03
1.921800000000000000e+04,5.655000000000000000e+03
1.923800000000000000e+04,6.066000000000000000e+03
1.925800000000000000e+04,6.224000000000000000e+03
1.927800000000000000e+04,6.823000000000000000e+03
1.929800000000000000e+04,7.053000000000000000e+03
1.931800000000000000e+04,7.883000000000000000e+03
1.933800000000000000e+04,8.177000000000000000e+03
1.935800000000000000e+04,9.137000000000000000e+03
1.937800000000000000e+04,9.389000000000000000e+03
1.939800000000000000e+04,9.686000000000000000e+03
1.941800000000000000e+04,9.614000000000000000e+03
1.943800000000000000e+04,9.241000000000000000e+03
1.945800000000000000e+04,9.135000000000000000e+03
1.947800000000000000e+04,8.913000000000000000e+03
1.949800000000000000e+04,8.840000000000000000e+03
1.951800000000000000e+04,8.800000000000000000e+03
1.953800000000000000e+04,8.762000000000000000e+03
1.955800000000000000e+04,8.390000000000000000e+03
1.957800000000000000e+04,8.146000000000000000e+03
1.959800000000000000e+04,7.512000000000000000e+03
1.961800000000000000e+04,7.368000000000000000e+03
1.963800000000000000e+04,7.024000000000000000e+03
1.965800000000000000e+04,6.890000000000000000e+03
1.967800000000000000e+04,6.683000000000000000e+03
1.969800000000000000e+04,6.692000000000000000e+03
1.971800000000000000e+04,6.751000000000000000e+03
1.973800000000000000e+04,6.775000000000000000e+03
1.975800000000000000e+04,6.832000000000000000e+03
1.977800000000000000e+04,6.887000000000000000e+03
1.979800000000000000e+04,6.885000000000000000e+03
1.981800000000000000e+04,6.782000000000000000e+03
1.983800000000000000e+04,6.399000000000000000e+03
1.985800000000000000e+04,6.285000000000000000e+03
1.987800000000000000e+04,5.927000000000000000e+03
1.989800000000000000e+04,5.825000000000000000e+03
1.991800000000000000e+04,5.786000000000000000e+03
1.993800000000000000e+04,5.792000000000000000e+03
1.995800000000000000e+04,5.792000000000000000e+03
1.997800000000000000e+04,5.777000000000000000e+03
1.999800000000000000e+04,5.707000000000000000e+03
2.001800000000000000e+04,5.671000000000000000e+03
2.003800000000000000e+04,5.634000000000000000e+03
2.005800000000000000e+04,5.692000000000000000e+03
2.007800000000000000e+04,5.712000000000000000e+03
2.009800000000000000e+04,5.762000000000000000e+03
2.011800000000000000e+04,5.791000000000000000e+03
2.013800000000000000e+04,5.948000000000000000e+03
2.015800000000000000e+04,6.053000000000000000e+03
2.017800000000000000e+04,6.614000000000000000e+03
2.019800000000000000e+04,6.750000000000000000e+03
2.021800000000000000e+04,7.070000000000000000e+03
2.023800000000000000e+04,7.174000000000000000e+03
2.025800000000000000e+04,7.499000000000000000e+03
2.027800000000000000e+04,7.632000000000000000e+03
2.029800000000000000e+04,8.069000000000000000e+03
2.031800000000000000e+04,8.191000000000000000e+03
2.033800000000000000e+04,8.446000000000000000e+03
2.035800000000000000e+04,8.494000000000000000e+03
2.037800000000000000e+04,8.591000000000000000e+03
2.039800000000000000e+04,8.655000000000000000e+03
2.041800000000000000e+04,9.070000000000000000e+03
2.043800000000000000e+04,9.190000000000000000e+03
2.045800000000000000e+04,9.480000000000000000e+03
2.047800000000000000e+04,9.569000000000000000e+03
2.049800000000000000e+04,9.854000000000000000e+03
2.051800000000000000e+04,9.961000000000000000e+03
2.053800000000000000e+04,1.029400000000000000e+04
2.055800000000000000e+04,1.044900000000000000e+04
2.057800000000000000e+04,1.095500000000000000e+04
2.059800000000000000e+04,1.107400000000000000e+04
2.061800000000000000e+04,1.131500000000000000e+04
2.063800000000000000e+04,1.135100000000000000e+04
2.065800000000000000e+04,1.142600000000000000e+04
2.067800000000000000e+04,1.143400000000000000e+04
2.069800000000000000e+04,1.126200000000000000e+04
2.071800000000000000e+04,1.123100000000000000e+04
2.073800000000000000e+04,1.129900000000000000e+04
2.075800000000000000e+04,1.133300000000000000e+04
2.077800000000000000e+04,1.130400000000000000e+04
2.079800000000000000e+04,1.123000000000000000e+04
